status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
1021581417961885_1089438194509540,"【1105】卡提諾狂新聞 #038 

● 15分鐘內不算拖稿　
● 108年來首次準時
● 下次再等108年
● 卡提諾狂新聞小編溫哥華報導
● FB大神不要下架我好嗎

● 狂新聞完整01期~38期連結：https://goo.gl/cQAZJJ",【1105】卡提諾狂新聞 #038,video,https://www.facebook.com/1021581417961885/posts/1089438194509540,2016-11-05 13:02:11,48300,3298,10488,41067,485,106,6627,4,11
1021581417961885_1089437531176273,"【1105】卡提諾狂新聞 #038 
被檢舉，從官網看一切正常
我就說一不拖稿就出事了吧",【1105】卡提諾狂新聞 #038 期 - 每週狂新聞｜卡提諾狂新聞,link,https://www.facebook.com/1021581417961885/posts/1089437531176273,2016-11-05 12:55:08,0,0,0,0,0,0,0,0,0
1021581417961885_1089427901177236,影片被檢舉掉啦，大家從這進入吧！,【1105】卡提諾狂新聞 #038,video,https://www.facebook.com/1021581417961885/posts/1089427901177236,2016-11-05 12:40:57,29801,1307,3263,25002,136,227,3998,27,411
1021581417961885_1089406851179341,"【1105】卡提諾狂新聞 #038
● 15分鐘內不算拖稿　
● 108年來首次準時
● 下次再等108年
● 卡提諾狂新聞小編溫哥華報導
●　拜託別吉我
　
※分享引言打得好，我會去回覆你
　
按讚加入卡提諾狂新聞粉絲團 ！搶先收到第一手狂訊
https://www.facebook.com/crazyck101/ 
　 
卡提諾狂新聞網站 http://crazy.ck101.com/ 
卡提諾狂新聞全集 http://goo.gl/LKUQN9
卡提諾狂新聞Youtube https://goo.gl/2edkKf
#卡提諾狂新聞 #94狂",【1105】卡提諾狂新聞 #038,video,https://www.facebook.com/1021581417961885/posts/1089406851179341,2016-11-05 12:16:39,6810,561,1276,5740,106,23,936,0,5
1021581417961885_1089389641181062,快中午了 啾咪～,s-media-cache-ak0.pinimg.com,link,https://www.facebook.com/1021581417961885/posts/1089389641181062,2016-11-05 11:37:04,6493,292,243,5179,21,31,1139,3,120
1021581417961885_1088558267930866,我的一小步是人類的...幹,media.giphy.com,link,https://www.facebook.com/1021581417961885/posts/1088558267930866,2016-11-04 19:50:52,8175,167,392,6531,19,56,1565,0,4
1021581417961885_1088520971267929,賺到100塊~,upgifs.com,link,https://www.facebook.com/1021581417961885/posts/1088520971267929,2016-11-04 18:40:54,3721,90,54,3063,7,37,606,4,4
1021581417961885_1087218284731531,"石虎好藍瘦好香菇
#官啊 #狂阿編",苗栗開發慢 民代怪罪全因石虎擋路｜卡提諾狂新聞,link,https://www.facebook.com/1021581417961885/posts/1087218284731531,2016-11-03 14:53:19,0,0,0,0,0,0,0,0,0
1021581417961885_1087131408073552,"108年的魔咒破了94狂！
恭喜小熊隊 2016 總冠軍！

最終比數  87分不能在高啦！",Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1087131408073552,2016-11-03 12:47:58,9800,236,113,9230,87,39,437,4,3
1021581417961885_1087084941411532,小熊得冠軍的話，狂新聞本周準時出刊！,Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1087084941411532,2016-11-03 11:26:45,7982,434,21,6923,32,75,775,12,165
1021581417961885_1086307571489269,"部長給幾分？ #狂阿編
#幾罷昏",【爆料有片】國軍再爆虐狗致死！　鞭打強灌粉末還被勒脖 | 即時新聞 | 20161102 | 蘋果日報｜卡提諾狂新聞,link,https://www.facebook.com/1021581417961885/posts/1086307571489269,2016-11-02 18:19:08,0,0,0,0,0,0,0,0,0
1021581417961885_1086032131516813,"現代神風特攻隊 #狂阿編
#福大命大不如大7來一台",逆向三寶又一樁｜卡提諾狂新聞,link,https://www.facebook.com/1021581417961885/posts/1086032131516813,2016-11-02 10:32:52,0,0,0,0,0,0,0,0,0
1021581417961885_1085577618228931,"請財神比較有用啦 #狂阿編
#喝酒不開車開車不喝酒",作法鬥法！乩童酒駕遭攔查 酒測前「燒符」一樣破功｜卡提諾狂新聞,link,https://www.facebook.com/1021581417961885/posts/1085577618228931,2016-11-02 01:44:40,0,0,0,0,0,0,0,0,0
1021581417961885_1085204348266258,推理嚴謹。,Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1085204348266258,2016-11-01 17:52:18,20224,369,834,16385,32,147,3635,11,14
1021581417961885_1085080358278657,,31萬讚,link,https://www.facebook.com/1021581417961885/posts/1085080358278657,2016-11-01 13:46:00,11634,103,2,11277,27,94,219,7,10
1021581417961885_1084531991666827,"有想買車的朋友參考看看 #狂阿編
#覺得溫馨 #看誰頭硬",台中東海 大7 vs 阿提斯｜卡提諾狂新聞,link,https://www.facebook.com/1021581417961885/posts/1084531991666827,2016-10-31 23:55:49,0,0,0,0,0,0,0,0,0
1021581417961885_1083112598475433,"【1030】卡提諾狂新聞 #037

● 草枝擺，請分享　
● 這週字幕真的上到手軟
● 你的肩膀
● 這集本編覺得很好笑
● 拖稿不可取，但可以原諒....
● 卡提諾狂新聞小編溫哥華報導
※分享引言打得好，我會去回覆你
　
按讚加入卡提諾狂新聞粉絲團 ！搶先收到第一手狂訊
https://www.facebook.com/crazyck101/ 
　 
卡提諾狂新聞網站 http://crazy.ck101.com/ 
卡提諾狂新聞全集 http://goo.gl/LKUQN9
卡提諾狂新聞Youtube https://goo.gl/2edkKf
#卡提諾狂新聞 #94狂",【1030】卡提諾狂新聞 #037,video,https://www.facebook.com/1021581417961885/posts/1083112598475433,2016-10-30 14:50:42,54705,4815,12932,44621,489,211,9317,19,48
1021581417961885_1083068681813158,再等會，我把金肩膀也上字幕讓你們好觀看。,,status,https://www.facebook.com/1021581417961885/posts/1083068681813158,2016-10-30 13:28:32,8107,453,7,6759,35,75,617,43,578
1021581417961885_1081856331934393,"94狂，狂新聞延至週日13:27 發布。

拖稿送IPHONE7 [ 任務完成 ]

#不用猜今天會不會出
#94要拖",Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1081856331934393,2016-10-29 10:05:09,12654,740,73,9832,55,190,1429,109,1039
1021581417961885_1081818428604850,94狂,Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1081818428604850,2016-10-29 09:00:35,9810,180,218,8413,14,341,1025,6,11
1021581417961885_1081041535349206,"一個禮拜沒來發文了，嗨

#正宗狂小編僅此一家
#我要去過萬聖節啦",media.giphy.com,link,https://www.facebook.com/1021581417961885/posts/1081041535349206,2016-10-28 15:15:44,6524,229,195,5009,29,208,1215,21,42
1021581417961885_1079092132210813,"狂跳針 狂打臉
#狂阿編",極品三寶 修女積極角逐狂新聞｜卡提諾狂新聞,link,https://www.facebook.com/1021581417961885/posts/1079092132210813,2016-10-26 10:29:06,6306,313,210,5340,8,73,620,8,257
1021581417961885_1078313945621965,媽的豬隊友,media.giphy.com,link,https://www.facebook.com/1021581417961885/posts/1078313945621965,2016-10-25 13:50:25,8925,288,639,6532,15,78,2284,11,5
1021581417961885_1077367219049971,"好在 #狂阿編 抽獎都秉持公公公原則
都找不到主辦方回應 肯定是我搜尋能力太差
#次元英雄 #cosplay #黑箱白箱只要依林北的意都是好箱
---
順便公告【狂小編不脫(富)稿(奸)傳奇計畫】得獎名單出爐囉！
https://goo.gl/FXnRLH",國外COSPLAY表演預賽，第一名居然是黑箱內定｜卡提諾狂新聞,link,https://www.facebook.com/1021581417961885/posts/1077367219049971,2016-10-24 14:51:37,1122,38,33,984,4,12,42,3,77
1021581417961885_1076469889139704,"【1023】卡提諾狂新聞 #036
　
● 本周台灣太平靜所以真的平平淡淡
● 這周狂新聞被吉機率87%
● 吉了就是最後一集了
● 拖稿不可取，但可以原諒....
● 卡提諾狂新聞小編加拿大報導
　
按讚加入卡提諾狂新聞粉絲團 ！搶先收到第一手狂訊
https://www.facebook.com/crazyck101/ 
　 
卡提諾狂新聞網站 http://crazy.ck101.com/ 
卡提諾狂新聞全集 http://goo.gl/LKUQN9
卡提諾狂新聞Youtube https://goo.gl/2edkKf
#卡提諾狂新聞 #94狂",【1023】卡提諾狂新聞 #036,video,https://www.facebook.com/1021581417961885/posts/1076469889139704,2016-10-23 14:41:49,35439,2598,6511,30369,271,116,4627,26,30
1021581417961885_1076374169149276,"真心不騙，沒存檔電腦當了...
我比你們還藍瘦，真的香菇...

15:00 一定上傳.....",,status,https://www.facebook.com/1021581417961885/posts/1076374169149276,2016-10-23 11:51:22,14335,771,33,10750,38,224,1582,285,1456
1021581417961885_1075948269191866,"【國民黨深夜人事異動！蔡正元接掌發言人】

真的很狂，恭喜我們狂派又一位政治人物升官了！",Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1075948269191866,2016-10-23 02:01:53,6296,168,30,5283,20,146,812,10,25
1021581417961885_1075851042534922,三寶就像真愛一般來的那麼突然那麼快 #狂阿編,國道高速逆向 看到車還特地往車開 三寶開飯嚕｜卡提諾狂新聞,link,https://www.facebook.com/1021581417961885/posts/1075851042534922,2016-10-22 23:30:29,2498,99,45,2101,10,130,209,0,48
1021581417961885_1075249415928418,"重發一次，小編的誠意親筆信。

為了怕被吉，小編遠走溫哥華

星期日中午見！ IPHONE7任務 [2/3]",Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1075249415928418,2016-10-22 08:15:34,11017,459,39,8510,23,125,1126,88,1145
1021581417961885_1074537832666243,"客人說要凱蒂貓的拉花，我凱你老師啦 (#`Д´)ﾉ

(舊圖回顧)",media.giphy.com,link,https://www.facebook.com/1021581417961885/posts/1074537832666243,2016-10-21 15:09:01,7864,567,616,6050,64,52,1683,6,9
1021581417961885_1074462806007079,,26萬粉絲達成,link,https://www.facebook.com/1021581417961885/posts/1074462806007079,2016-10-21 12:57:00,19471,537,22,16334,46,153,1405,57,1476
1021581417961885_1074409392679087,"嚇得我種子都掉啦
#狂阿編",炙燒ＧＧ～ d(`･∀･)b｜卡提諾狂新聞,link,https://www.facebook.com/1021581417961885/posts/1074409392679087,2016-10-21 11:07:53,1376,96,16,1160,0,20,196,0,0
1021581417961885_1073270952792931,,Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1073270952792931,2016-10-20 05:44:40,3989,108,67,3581,7,15,383,1,2
1021581417961885_1073054082814618,"ピコ太郎首次在日本節目LIVE演出PPAP(10/19)

#狂到不行....",,video,https://www.facebook.com/1021581417961885/posts/1073054082814618,2016-10-20 00:29:56,12694,688,1775,10705,172,87,1716,4,10
1021581417961885_1072688949517798,神!,www.gifporn.me,link,https://www.facebook.com/1021581417961885/posts/1072688949517798,2016-10-19 14:33:33,5531,106,122,4808,18,623,80,2,0
1021581417961885_1070418113078215,不是喜歡吃牛舌嗎？來啊！,不是喜歡吃牛舌嗎？來啊！,video,https://www.facebook.com/1021581417961885/posts/1070418113078215,2016-10-17 12:55:00,5442,777,558,4216,25,122,1077,1,1
1021581417961885_1069946793125347,"【1016】卡提諾狂新聞 #035
　
※ 希望狂新聞不要被吉
● 本集平平淡淡請包涵！
● 拖稿不可取，但可以原諒....
　
按讚加入卡提諾狂新聞粉絲團 ！搶先收到第一手狂訊
https://www.facebook.com/crazyck101/ 
　 
卡提諾狂新聞網站 http://crazy.ck101.com/ 
卡提諾狂新聞全集 http://goo.gl/LKUQN9
卡提諾狂新聞Youtube https://goo.gl/2edkKf
 　
【狂小編不脫(富)稿(奸)計畫】正式開跑！ https://goo.gl/EhThQ2
#卡提諾狂新聞 #94狂",【1016】卡提諾狂新聞 #035,video,https://www.facebook.com/1021581417961885/posts/1069946793125347,2016-10-16 12:51:13,36034,2511,10238,30501,310,88,5110,8,17
1021581417961885_1069922776461082,13:00.....,,status,https://www.facebook.com/1021581417961885/posts/1069922776461082,2016-10-16 12:14:14,4608,413,13,3453,6,50,406,51,642
1021581417961885_1069689409817752,有爭議，Note7就能搞定！,znation.one,link,https://www.facebook.com/1021581417961885/posts/1069689409817752,2016-10-16 11:11:01,1887,183,8,1651,2,5,193,3,33
1021581417961885_1069661213153905,秋蟹！你再說一次，你他媽想弄死我啊,znation.one,link,https://www.facebook.com/1021581417961885/posts/1069661213153905,2016-10-16 05:16:08,1073,56,2,938,5,11,116,0,3
1021581417961885_1069488186504541,....................,Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1069488186504541,2016-10-16 00:53:32,7603,263,127,6296,27,163,1097,7,13
1021581417961885_1068864783233548,"【如果拖稿三次，小編就拿iPhone7出來抽獎】

但是這禮拜還是先拖再說，累積次數 [ 1/3 ]
這樣到底是要期待拖稿還是期待準時",Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1068864783233548,2016-10-15 09:41:41,9695,612,46,7497,16,78,1083,83,938
1021581417961885_1068795193240507,,Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1068795193240507,2016-10-15 07:47:20,1919,157,5,1710,6,15,154,3,31
1021581417961885_1066953580091335,"最近常有網友說「ＸＸＸ怎麼沒上榜」、「拖稿機率87%」、「跟富奸87%像」，所以，注意看瞭！👉👉👉https://goo.gl/CcakTd
　
【狂小編不拖(富)稿(奸)傳奇計畫】正式開始！🎉🎉🎉
活動時間：即日起至 2016/10/21 (五) 23:59
💪💪💪 史上最狂獎品等你拿 💪💪💪
　
第一狂-狂新聞讚起來
　●壹獎：史上最辣泡麵一箱
　●貳獎：歐陽鋒男友玩偶
　●參獎：超狂鯉魚抱枕
　
第二狂-發狂送歪歪
　●壹獎：黑武士烤麵包機
　●貳獎：火腿蛋後背包
　●參獎：神奇寶貝行動電源
　
立刻參加>> https://goo.gl/CcakTd

#少囉唆 #快參加 #狂小編剪片中 #分散注意力",Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1066953580091335,2016-10-14 17:31:09,4529,730,574,4238,22,10,250,3,6
1021581417961885_1067553826697977,"別跟我說你不知道要標籤誰
　
#標籤人的時候到了",別跟我說你不知道要標籤誰,video,https://www.facebook.com/1021581417961885/posts/1067553826697977,2016-10-14 12:05:00,8547,3952,1120,6905,6,264,1360,11,1
1021581417961885_1067549793365047,..........,Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1067549793365047,2016-10-14 11:06:00,10808,529,899,8460,15,347,1970,11,5
1021581417961885_1067469593373067,94狂,makeagif.com,link,https://www.facebook.com/1021581417961885/posts/1067469593373067,2016-10-14 02:10:08,5472,159,299,4416,9,64,983,0,0
1021581417961885_1067410876712272,有看過廣告的才懂這個後勁多強!!!,znation.one,link,https://www.facebook.com/1021581417961885/posts/1067410876712272,2016-10-14 01:06:35,6278,110,362,5101,21,222,934,0,0
1021581417961885_1067405306712829,"網友票選狂新聞粉絲印象最深刻的一張圖
【禮拜六10點公布答案】",Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1067405306712829,2016-10-14 01:02:09,1504,76,3,1297,6,14,118,2,67
1021581417961885_1066395956813764,,22萬粉絲達成,link,https://www.facebook.com/1021581417961885/posts/1066395956813764,2016-10-13 16:54:00,10107,95,5,9795,45,74,190,2,1
1021581417961885_1066920423427984,"我94這種基八郎。

#標籤人的時候到了",Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1066920423427984,2016-10-13 14:39:53,21888,1493,2050,19451,31,53,2328,5,20
1021581417961885_1066890413430985,這不用猜也知道是哪家公司吧,Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1066890413430985,2016-10-13 14:00:35,2959,246,13,2773,17,39,129,0,1
1021581417961885_1066412626812097,當過兵的一定懂，認同請分享。,Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1066412626812097,2016-10-13 02:17:19,16671,584,2088,14771,22,58,1811,8,1
1021581417961885_1065657643554262,"我就是說不出來哪裡不對勁...
好想大聲說喜歡你【灌籃高手片頭】",我就是說不出來哪裡不對勁...,video,https://www.facebook.com/1021581417961885/posts/1065657643554262,2016-10-12 04:16:43,15416,1524,3909,12986,199,667,1550,10,4
1021581417961885_1065365036916856,出門在外，不要忘了關定位...,media.giphy.com,link,https://www.facebook.com/1021581417961885/posts/1065365036916856,2016-10-11 22:06:16,3144,113,90,2376,5,47,713,2,1
1021581417961885_1065364113583615,一大桶可樂+曼陀珠=NOTE7了,66.media.tumblr.com,link,https://www.facebook.com/1021581417961885/posts/1065364113583615,2016-10-11 22:04:23,4535,153,358,3679,7,231,618,0,0
1021581417961885_1065200223600004,三寶究極體,media.giphy.com,link,https://www.facebook.com/1021581417961885/posts/1065200223600004,2016-10-11 17:56:55,2840,65,206,2163,4,120,547,3,3
1021581417961885_1064654933654533,半夜不睡覺在看三小....,media.giphy.com,link,https://www.facebook.com/1021581417961885/posts/1064654933654533,2016-10-11 04:14:45,3669,132,224,2916,171,11,568,1,2
1021581417961885_1063445697108790,.........................,67.media.tumblr.com,link,https://www.facebook.com/1021581417961885/posts/1063445697108790,2016-10-09 17:11:53,10413,576,840,7410,12,128,2847,12,4
1021581417961885_1062636963856330,"【1008】卡提諾狂新聞 #034
　
※ 本周狂新聞姍姍來遲
※ 希望狂新聞不要被吉
※ 吉了就是最後一集了

● 好笑一定要分享！
● 拖稿不可取，但可以原諒....
　
按讚加入卡提諾狂新聞粉絲團 ！搶先收到第一手狂訊
https://www.facebook.com/crazyck101/ 
　 
卡提諾狂新聞網站 http://crazy.ck101.com/ 
卡提諾狂新聞全集 http://goo.gl/LKUQN9
卡提諾狂新聞Youtube https://goo.gl/2edkKf
#卡提諾狂新聞 #94狂",【1008】卡提諾狂新聞 #034,video,https://www.facebook.com/1021581417961885/posts/1062636963856330,2016-10-08 20:24:17,48631,5556,18688,39877,320,133,8266,11,24
1021581417961885_1062625917190768,剛剛字幕上錯，馬上就好了請稍後。,,status,https://www.facebook.com/1021581417961885/posts/1062625917190768,2016-10-08 20:08:10,3823,270,5,3198,7,32,291,15,280
1021581417961885_1062442743875752,我的老天鵝啊,media.giphy.com,link,https://www.facebook.com/1021581417961885/posts/1062442743875752,2016-10-08 14:41:08,3919,112,92,3244,23,15,545,88,4
1021581417961885_1062301173889909,"【狂新聞公告】
本日狂新聞延至晚間八點七分，不能再拖了",Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1062301173889909,2016-10-08 11:27:52,9238,483,36,7559,13,73,924,57,612
1021581417961885_1061686453951381,禮..拜..五...了？,www.gifbin.com,link,https://www.facebook.com/1021581417961885/posts/1061686453951381,2016-10-07 16:27:04,3374,123,101,2793,18,28,527,4,4
1021581417961885_1061642443955782,"野外挑釁高等BOSS菁英怪的下場
黑衣女戰鬥指數高達9千萬分",野外挑釁高等BOSS菁英怪的下場,video,https://www.facebook.com/1021581417961885/posts/1061642443955782,2016-10-07 14:42:34,13671,2338,3925,11069,61,1542,958,25,16
1021581417961885_1061064394013587,"我知道朋友生日禮物要買什麼了....

#94狂",Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1061064394013587,2016-10-06 21:28:48,3536,373,102,2883,14,63,574,1,1
1021581417961885_1061023687350991,"被拒絕的瞬間我超怕他跳下舞台
好險舞台下面沒有網子他不會跳

.....

(不要問我這什麼，我什麼都不會說的)",我超怕他跳下舞台的.....,video,https://www.facebook.com/1021581417961885/posts/1061023687350991,2016-10-06 20:30:26,5285,569,494,4029,13,77,1144,10,12
1021581417961885_1061003214019705,讓我示範一下滅人器的使用方法,media.giphy.com,link,https://www.facebook.com/1021581417961885/posts/1061003214019705,2016-10-06 19:51:31,3746,131,328,2827,10,34,874,1,0
1021581417961885_1060248167428543,恭喜入圍本週卡提諾狂新聞候選名單,Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1060248167428543,2016-10-05 21:07:01,7324,309,106,6214,19,200,871,11,9
1021581417961885_1059995164120510,碰到鱷魚我都是用拖鞋處理的,碰到鱷魚我都是用拖鞋處理的,video,https://www.facebook.com/1021581417961885/posts/1059995164120510,2016-10-05 13:04:46,8183,307,712,6619,22,462,1078,2,0
1021581417961885_1059939924126034,為什麼會不由自主地把這影片看完....,Jamie Janover,video,https://www.facebook.com/1021581417961885/posts/1059939924126034,2016-10-05 11:29:50,2194,44,0,1942,56,176,20,0,0
1021581417961885_1059669250819768,幹！吃我的NOTE7啦！,media.giphy.com,link,https://www.facebook.com/1021581417961885/posts/1059669250819768,2016-10-05 08:04:00,5800,109,628,4553,13,46,1187,1,0
1021581417961885_1058652414254785,這感覺很專業....,Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1058652414254785,2016-10-04 00:57:45,5701,133,191,4765,16,67,853,0,0
1021581417961885_1058395870947106,在台灣，你能得到的不只是便車,Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1058395870947106,2016-10-03 19:28:20,9850,308,116,8894,97,30,821,4,4
1021581417961885_1057882994331727,"超狂大媽行人紀錄器【低畫質完整字幕版】
　
太多狂民來信要原始影片，我就上個字幕交給大家啦！",超狂大媽行人紀錄器【低畫質完整字幕版】,video,https://www.facebook.com/1021581417961885/posts/1057882994331727,2016-10-03 08:00:00,9650,1649,1864,7767,43,187,1643,5,5
1021581417961885_1057955170991176,告訴各位，今天要上班唷 (*´∀`)~♥,Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1057955170991176,2016-10-03 06:33:17,2556,45,27,2251,2,19,153,114,17
1021581417961885_1057503844369642,亞洲空幹熊....,亞洲空幹熊,video,https://www.facebook.com/1021581417961885/posts/1057503844369642,2016-10-02 20:05:11,3913,406,185,3161,16,25,698,4,9
1021581417961885_1057188591067834,"【1002】卡提諾狂新聞 #033
　
※ 佛羅里達州是美國東岸ㄎㄎ
※ 本週行人紀錄器霸氣登場
※ 拖稿一天內容更精彩

● 好笑一定要分享！
● 此篇狂新聞內素材到底有哪幾部電影呢? 

　
按讚加入卡提諾狂新聞粉絲團 ！搶先收到第一手狂訊
https://www.facebook.com/crazyck101/ 
　 
卡提諾狂新聞網站 http://crazy.ck101.com/ 
卡提諾狂新聞全集 http://goo.gl/LKUQN9
卡提諾狂新聞Youtube https://goo.gl/2edkKf

#卡提諾狂新聞 #94狂",【1002】卡提諾狂新聞 #033,video,https://www.facebook.com/1021581417961885/posts/1057188591067834,2016-10-02 12:01:35,34353,4784,14492,28712,245,100,5288,5,3
1021581417961885_1057182284401798,嗨~有人在等嗎？ 上傳中....,,status,https://www.facebook.com/1021581417961885/posts/1057182284401798,2016-10-02 11:52:08,3272,146,2,3092,28,13,123,4,12
1021581417961885_1056982844421742,嗨,Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1056982844421742,2016-10-02 06:24:53,1838,94,15,1606,9,19,198,1,5
1021581417961885_1056503561136337,"過了20年，還是買不到張學友門票.....

#張學友我愛你 #我不信有人買的到 #94狂",張學友，我愛你,video,https://www.facebook.com/1021581417961885/posts/1056503561136337,2016-10-01 20:00:16,12503,502,2035,10288,47,53,1833,269,13
1021581417961885_1056205357832824,"【狂新聞公告】
我們相信這絕對是單一個案。",Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1056205357832824,2016-10-01 12:00:23,5035,375,57,3716,7,92,424,135,661
1021581417961885_1055519314568095,"某些人到老 收到這個禮物還是一樣的表情
#標籤人的時候到了",67.media.tumblr.com,link,https://www.facebook.com/1021581417961885/posts/1055519314568095,2016-09-30 19:59:37,2468,235,671,2054,52,3,359,0,0
1021581417961885_1055373361249357,94狂,94狂,video,https://www.facebook.com/1021581417961885/posts/1055373361249357,2016-09-30 15:35:53,5492,390,1125,4570,6,473,440,3,0
1021581417961885_1055152674604759,................,Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1055152674604759,2016-09-30 08:31:38,4464,69,158,3706,16,43,695,2,2
1021581417961885_1054812851305408,幹好險我擋的快！,i.makeagif.com,link,https://www.facebook.com/1021581417961885/posts/1054812851305408,2016-09-29 23:58:56,3919,101,145,2808,8,23,1078,1,1
1021581417961885_1054807234639303,Double Kill,Double Kill,video,https://www.facebook.com/1021581417961885/posts/1054807234639303,2016-09-29 23:52:13,2532,143,257,1906,9,32,579,6,0
1021581417961885_1054435694676457,三寶無所不在，實在可怕,三寶無所不在，實在可怕,video,https://www.facebook.com/1021581417961885/posts/1054435694676457,2016-09-29 14:27:11,5333,356,480,3969,6,454,851,22,31
1021581417961885_1054214134698613,忍者の現代訓練,media.giphy.com,link,https://www.facebook.com/1021581417961885/posts/1054214134698613,2016-09-29 08:27:56,1800,153,125,1421,3,25,349,2,0
1021581417961885_1053940444725982,怎麼了？ 沒事沒事~,49.media.tumblr.com,link,https://www.facebook.com/1021581417961885/posts/1053940444725982,2016-09-29 00:20:47,2836,111,173,2202,8,36,575,15,0
1021581417961885_1053319928121367,元首也會PPAP，第一句我就笑了....,元首也會PPAP,video,https://www.facebook.com/1021581417961885/posts/1053319928121367,2016-09-28 10:00:00,7444,430,1270,6113,17,45,1261,2,6
1021581417961885_1053354044784622,"這不科學啊！上班日的睡意都去哪了？

#認同請分享",Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1053354044784622,2016-09-28 07:45:04,2833,24,32,2569,4,5,246,7,2
1021581417961885_1053319078121452,本篇破487讚，加碼希特勒一篇。,Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1053319078121452,2016-09-28 07:02:37,6365,84,91,5741,18,99,493,4,10
1021581417961885_1053025761484117,網友 Yuyu Love 剪輯的精華版,狂新聞剪輯精華版,video,https://www.facebook.com/1021581417961885/posts/1053025761484117,2016-09-27 23:26:21,2428,152,186,2080,11,5,332,0,0
1021581417961885_1052889831497710,高科技94方便,media.giphy.com,link,https://www.facebook.com/1021581417961885/posts/1052889831497710,2016-09-27 20:13:01,2510,42,120,1985,8,38,477,2,0
1021581417961885_1050107205109306,"【0924】卡提諾狂新聞 #032
　
※ 本週行車紀錄器再度回歸
※ 請各地支援番號(!?)

● 本周為國際國防部長週！
　 
按讚加入卡提諾狂新聞粉絲團 ！搶先收到第一手狂訊
https://www.facebook.com/crazyck101/ 
　 
卡提諾狂新聞網站 http://crazy.ck101.com/ 
卡提諾狂新聞全集 http://goo.gl/LKUQN9",【0924】卡提諾狂新聞 #032,video,https://www.facebook.com/1021581417961885/posts/1050107205109306,2016-09-24 15:29:17,18772,1995,6466,16087,148,78,2444,6,9
1021581417961885_1049932925126734,【0924狂新聞公告】,Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1049932925126734,2016-09-24 11:04:19,2849,172,9,2507,8,17,198,12,107
1021581417961885_1049768535143173,讓我們來蓋一棟長輩圖吧！ 交圖出來！,Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1049768535143173,2016-09-24 06:08:54,1911,247,69,1629,8,8,260,2,4
1021581417961885_1049580558495304,好玩ㄇ,media.giphy.com,link,https://www.facebook.com/1021581417961885/posts/1049580558495304,2016-09-24 00:55:58,2651,136,191,2072,4,169,392,12,2
1021581417961885_1049535995166427,這到底是準時的機率還是拖稿的機率...,Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1049535995166427,2016-09-24 00:06:04,1414,50,4,1273,0,6,132,2,1
1021581417961885_1049505475169479,你怎麼了？ 沒事....我就想打打自己的頭看看,giphy.com,link,https://www.facebook.com/1021581417961885/posts/1049505475169479,2016-09-23 23:33:29,2623,139,301,1870,7,12,733,0,1
1021581417961885_1049245045195522,"烙賽控制器！老師一定是肚子痛～
　　
(STAR-653是什麼密碼嗎?)",media.giphy.com,link,https://www.facebook.com/1021581417961885/posts/1049245045195522,2016-09-23 16:39:43,2560,224,173,2128,22,32,378,0,0
1021581417961885_1049192911867402,好好玩哦哦哦哦哦哦哦哦哦哦哦 幹！,好好玩哦哦哦哦哦哦哦哦哦哦哦幹幹幹幹幹幹！,video,https://www.facebook.com/1021581417961885/posts/1049192911867402,2016-09-23 14:36:29,3591,509,468,2825,13,69,674,6,4
1021581417961885_1049166061870087,竟然成功了！,67.media.tumblr.com,link,https://www.facebook.com/1021581417961885/posts/1049166061870087,2016-09-23 13:44:09,2796,142,287,2118,9,75,591,3,0
